"{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID49_TEXT""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID44_2""}","{""ImportId"":""QID44_3""}","{""ImportId"":""QID52""}","{""ImportId"":""QID52_7_TEXT""}","{""ImportId"":""QID3""}","{""ImportId"":""QID3_5_TEXT""}","{""ImportId"":""QID40""}","{""ImportId"":""QID8""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID9""}","{""ImportId"":""QID28""}","{""ImportId"":""QID29""}","{""ImportId"":""QID31""}","{""ImportId"":""QID33""}","{""ImportId"":""QID34""}","{""ImportId"":""QID32_1""}","{""ImportId"":""QID32_2""}","{""ImportId"":""QID32_3""}","{""ImportId"":""QID32_4""}","{""ImportId"":""QID32_5""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID35_2""}","{""ImportId"":""QID35_3""}","{""ImportId"":""QID35_4""}","{""ImportId"":""QID45_1""}","{""ImportId"":""QID5_1""}","{""ImportId"":""QID5_2""}","{""ImportId"":""QID5_3""}","{""ImportId"":""QID5_4""}","{""ImportId"":""QID5_5""}","{""ImportId"":""QID5_6""}","{""ImportId"":""QID5_7""}","{""ImportId"":""QID5_8""}","{""ImportId"":""QID5_9""}","{""ImportId"":""QID5_10""}","{""ImportId"":""QID5_11""}","{""ImportId"":""QID5_12""}","{""ImportId"":""QID5_13""}","{""ImportId"":""QID5_14""}","{""ImportId"":""QID5_15""}","{""ImportId"":""QID37_1""}","{""ImportId"":""QID37_2""}","{""ImportId"":""QID37_3""}","{""ImportId"":""QID37_4""}","{""ImportId"":""QID37_5""}","{""ImportId"":""QID37_6""}","{""ImportId"":""QID37_7""}","{""ImportId"":""QID37_8""}","{""ImportId"":""QID37_9""}","{""ImportId"":""QID37_10""}","{""ImportId"":""QID37_11""}","{""ImportId"":""QID37_12""}","{""ImportId"":""QID37_13""}","{""ImportId"":""QID37_14""}","{""ImportId"":""QID37_15""}","{""ImportId"":""QID37_16""}","{""ImportId"":""QID37_17""}","{""ImportId"":""QID37_18""}","{""ImportId"":""QID37_19""}","{""ImportId"":""QID37_20""}","{""ImportId"":""QID37_21""}","{""ImportId"":""QID37_22""}","{""ImportId"":""QID37_23""}","{""ImportId"":""QID37_24""}","{""ImportId"":""QID37_25""}","{""ImportId"":""QID37_26""}","{""ImportId"":""QID37_27""}","{""ImportId"":""QID37_28""}","{""ImportId"":""QID37_29""}","{""ImportId"":""QID37_30""}","{""ImportId"":""QID37_31""}","{""ImportId"":""QID37_32""}","{""ImportId"":""QID37_33""}","{""ImportId"":""QID37_34""}","{""ImportId"":""QID37_35""}","{""ImportId"":""QID37_36""}","{""ImportId"":""QID37_37""}","{""ImportId"":""QID37_38""}","{""ImportId"":""QID37_39""}","{""ImportId"":""QID37_40""}","{""ImportId"":""QID37_41""}","{""ImportId"":""QID37_42""}","{""ImportId"":""QID37_43""}","{""ImportId"":""QID37_44""}"
31,4/24/23,May,14,2002,White or European American,,Cisgender Female,,"$100,001- $200,000",Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Sometimes,Fairly Often,Almost Never,Almost Never,7,Very Frequently,Somewhat Frequently,Very Frequently,Almost Always,Very Frequently,Very Infrequently,Almost Always,Very Frequently,Very Frequently,Very Frequently,Almost Always,Very Frequently,Almost Always,Somewhat Frequently,Very Frequently,Agree a lot,Disagree,Agree a lot,Agree a lot,Agree,Neutral,Agree a lot,Disagree,Neutral,Agree,Disagree,Disagree a lot,Agree a lot,Agree,Agree,Neutral,Agree a lot,Neutral,Agree a lot,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree a lot,Agree,Agree,Agree,Agree a lot,Agree a lot,Agree,Agree a lot,Neutral,Disagree a lot,Agree,Agree a lot,Neutral,Neutral,Agree a lot,Agree,Neutral
32,4/24/23,March,16,2002,Asian,,Cisgender Female,,"Above $200,000",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Sometimes,Fairly Often,Fairly Often,Sometimes,7,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,
33,4/24/23,July,4,2003,White or European American,,Cisgender Female,,"$80,001- $90,000",Disagree,Disagree,Disagree,Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Very Often,Sometimes,Sometimes,Very Often,7,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Almost Never,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Disagree a lot,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree a lot,Disagree,Disagree,Neutral,Agree a lot,Agree,Disagree,Agree,Neutral,Agree a lot,Agree a lot,Agree a lot,Agree,Agree,Disagree,Neutral,Disagree a lot,Neutral,Neutral,Agree,Agree a lot,Agree a lot,Agree,Disagree,Neutral,Agree,Disagree a lot,Neutral,Neutral,Agree a lot,Agree a lot,Disagree,Neutral,Agree,Neutral
34,4/24/23,December,10,2003,Asian,,Cisgender Female,,"$40,001 - $50,000",Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Sometimes,Fairly Often,Sometimes,Fairly Often,4,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Very Frequently,Very Frequently,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree a lot,Agree a lot,Neutral,Agree,Disagree,Neutral,Disagree
35,4/24/23,February,24,2002,"White or European American,Asian",,Cisgender Female,,"Above $200,000",Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Sometimes,Fairly Often,Sometimes,9,Very Frequently,Very Infrequently,Very Infrequently,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Very Frequently,Very Frequently,Somewhat Infrequently,Almost Always,Somewhat Frequently,Somewhat Frequently,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree a lot,Agree a lot,Neutral,Disagree,Disagree a lot,Disagree,Agree a lot,Disagree,Agree,Disagree,Disagree,Disagree a lot,Disagree,Disagree,Agree a lot,Agree,Agree a lot,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree a lot,Agree a lot,Neutral,Agree a lot,Disagree,Neutral,Neutral,Disagree,Disagree
36,4/24/23,December,1,1999,Asian,,Cisgender Female,,"$90,001- $100,000",Somewhat agree,Agree,Somewhat agree,Neutral,Somewhat agree,Agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Sometimes,Fairly Often,Sometimes,Sometimes,5,Somewhat Frequently,Very Infrequently,Very Infrequently,Very Frequently,Very Frequently,Almost Never,Somewhat Frequently,Very Frequently,Very Frequently,Almost Always,Somewhat Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Very Infrequently,Disagree,Agree,Agree,Disagree,Neutral,Agree a lot,Agree a lot,Disagree,Disagree,Agree,Disagree,Disagree,Agree a lot,Agree,Disagree,Disagree,Agree,Disagree,Agree a lot,Disagree,Neutral,Agree,Disagree,Disagree a lot,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree
37,4/24/23,April,21,2001,Asian,,Cisgender Female,,"$80,001- $90,000",Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Most or all of the time (5-7 days),Occasionally or moderate amount of time (3-4 days),Sometimes,Fairly Often,Sometimes,Sometimes,6,Somewhat Infrequently,Somewhat Infrequently,Almost Always,Very Frequently,Somewhat Frequently,Somewhat Frequently,Very Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Almost Always,Very Frequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree a lot,Neutral
38,4/24/23,May,3,2003,White or European American,,Cisgender Female,,"$70,001- $80,000",Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Agree,Neutral,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Fairly Often,Sometimes,Sometimes,Fairly Often,7,Almost Always,Somewhat Frequently,Somewhat Frequently,Almost Always,Somewhat Infrequently,Somewhat Frequently,Almost Always,Somewhat Frequently,Very Frequently,Very Infrequently,Almost Always,Very Infrequently,Somewhat Infrequently,Very Frequently,Almost Always,Agree,Neutral,Agree,Agree,Neutral,Agree a lot,Agree a lot,Agree a lot,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree a lot,Agree a lot,Agree,Disagree,Agree a lot,Neutral,Agree,Agree a lot,Agree a lot,Agree,Disagree,Neutral,Agree a lot,Neutral
39,4/24/23,June,28,2002,Asian,,Cisgender Female,,"$70,001- $80,000",Somewhat disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Fairly Often,Sometimes,Almost Never,Very Often,6,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Almost Never,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree a lot,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree
40,4/25/23,November,10,2003,Asian,,Cisgender Female,,"$60,001- $70,000",Neutral,Strongly disagree,Somewhat agree,Neutral,Agree,Neutral,Agree,Neutral,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Almost Never,Fairly Often,Sometimes,Fairly Often,5,Somewhat Frequently,Almost Never,Very Infrequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Frequently,Almost Always,Almost Always,Somewhat Frequently,Very Infrequently,Neutral,Disagree,Agree,Disagree a lot,Neutral,Agree,Agree a lot,Neutral,Disagree,Agree,Disagree a lot,Disagree a lot,Agree,Disagree,Agree,Disagree,Agree a lot,Disagree a lot,Agree,Agree a lot,Agree,Agree a lot,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree a lot,Agree,Neutral,Neutral,Disagree,Disagree a lot,Agree a lot,Agree,Disagree,Neutral,Agree,Disagree,Neutral
41,4/25/23,January,13,2000,Asian,,Cisgender Male,,"$100,001- $200,000",Agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Most or all of the time (5-7 days),Very Often,Sometimes,Almost Never,Very Often,5,Somewhat Infrequently,Almost Never,Somewhat Frequently,Very Infrequently,Very Frequently,Somewhat Frequently,Very Frequently,Almost Always,Somewhat Frequently,Almost Always,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Almost Never,Agree,Agree,Neutral,Agree a lot,Disagree a lot,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree a lot,Agree,Neutral,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Agree,Agree,Agree a lot,Agree a lot,Disagree,Disagree,Disagree,Disagree a lot,Neutral,Agree a lot,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree a lot,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Agree,Disagree
42,4/25/23,May,29,2000,Asian,,Cisgender Female,,"$50,001- $60,000",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Most or all of the time (5-7 days),Fairly Often,Almost Never,Sometimes,Sometimes,5,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Very Frequently,Very Infrequently,Very Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Very Infrequently,Very Infrequently,Almost Always,Somewhat Infrequently,Somewhat Frequently,Disagree,Disagree,Agree,Agree,Disagree a lot,Agree a lot,Agree a lot,Neutral,Disagree a lot,Agree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree a lot,Disagree,Agree a lot,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree a lot,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree a lot,Agree,Agree,Agree,Agree,Disagree a lot
43,April 25th 2023,January,11,2001,Asian,,Cisgender Male,,"$10,000 or below",Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Fairly Often,Sometimes,Almost Never,Sometimes,5,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Neutral,Agree a lot,Agree a lot,Disagree a lot,Agree a lot,Neutral,Disagree,Neutral,Agree a lot,Agree a lot,Disagree,Neutral,Agree a lot,Agree,Agree,Disagree a lot,Neutral,Disagree,Neutral,Agree,Agree,Agree a lot,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Agree a lot,Disagree,Agree
44,4/25/23,May,22,2001,Asian,,Cisgender Male,,"$100,001- $200,000",Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Almost Never,Very Often,Very Often,Almost Never,7,Very Frequently,Very Infrequently,Very Infrequently,Almost Always,Very Frequently,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Almost Always,Agree,Agree,Agree,Disagree,Neutral,Agree a lot,Agree,Neutral,Agree,Agree a lot,Agree a lot,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree a lot,Agree a lot,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree a lot,Agree,Agree,Agree a lot,Agree,Agree,Agree,Disagree a lot,Disagree,Neutral,Agree,Agree a lot,Agree a lot,Agree,Agree a lot,Agree,Disagree
45,4/25/23,April,17,2003,Asian,,Cisgender Female,,"Above $200,000",Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Sometimes,Fairly Often,Fairly Often,Almost Never,9,Very Frequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Almost Never,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Agree,Agree,Agree,Disagree,Agree,Agree,Agree a lot,Agree,Agree,Agree a lot,Agree,Disagree,Agree a lot,Agree,Agree,Agree,Agree a lot,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree a lot,Neutral,Disagree,Disagree,Agree a lot,Disagree,Agree,Neutral,Agree a lot,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Agree a lot,Agree,Agree
46,4/25/23,June,4,2000,Asian,,Cisgender Male,,"Above $200,000",Neutral,Neutral,Neutral,Neutral,Agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Occasionally or moderate amount of time (3-4 days),Occasionally or moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Almost Never,Fairly Often,Fairly Often,Fairly Often,5,Somewhat Infrequently,Very Infrequently,Very Frequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Neutral,Neutral,Agree a lot,Neutral,Agree a lot,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree a lot,Agree a lot,Agree a lot,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Agree a lot,Agree,Agree a lot,Agree,Agree a lot,Agree a lot,Neutral
47,4/25/23,January,30,2001,Asian,,Cisgender Female,,"$90,001- $100,000",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Fairly Often,Fairly Often,Sometimes,Sometimes,8,Somewhat Frequently,Almost Never,Somewhat Frequently,Very Frequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Almost Never,Almost Always,Somewhat Infrequently,Almost Never,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree a lot,Agree a lot,Agree,Agree a lot,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree a lot,Agree a lot,Agree a lot,Neutral,Neutral,Disagree,Disagree,Disagree a lot,Agree,Agree a lot,Agree a lot,Agree a lot,Agree a lot,Agree,Agree
48,25-Apr-23,July,1,2002,White or European American,,Cisgender Female,,"$90,001- $100,000",Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Some or a little of the time (1-2 days),Occasionally or moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Sometimes,Almost Never,Sometimes,7,Somewhat Infrequently,Somewhat Frequently,Very Frequently,Very Frequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Frequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Frequently,Somewhat Infrequently,Somewhat Infrequently,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral
49,4/25/23,July,5,2002,Asian,,Cisgender Female,,"$100,001- $200,000",Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Sometimes,Fairly Often,Sometimes,Almost Never,6,Somewhat Frequently,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Frequently,Very Infrequently,Somewhat Frequently,Somewhat Frequently,Somewhat Frequently,Agree a lot,Agree,Neutral,Disagree,Neutral,Disagree a lot,Neutral,Neutral,Neutral,Agree a lot,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree a lot,Disagree a lot,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree a lot,Agree,Disagree a lot,Agree,Agree,Neutral,Disagree,Agree a lot,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree a lot,Disagree
50,4/25/23,October,12,2001,White or European American,,Cisgender Female,,"Above $200,000",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Almost Never,Fairly Often,Fairly Often,Never,9,Somewhat Infrequently,Almost Never,Almost Never,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Very Infrequently,Very Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Somewhat Infrequently,Somewhat Infrequently,Very Infrequently,Agree a lot,Neutral,Agree,Disagree a lot,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree a lot,Agree a lot,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree
